Server A Failure Times	Restoration Time	Server B Failure Times	Restoration Time	
----------------------------------------------------------------------------------------------------
169.987			179.987			1864.72			1874.72			
541.757			551.757			2186.17			2196.17			
843.138			853.138			2596.44			2606.44			
1390.6			1400.6			3962.04			3972.04			
1494.35			1504.35			4319.2			4329.2			
1845.85			1855.85			5798.76			5808.76			
2031			2041			5966.99			5976.99			
3775.09			3785.09			6255.92			6265.92			
4094.77			4104.77			6262.52			6272.52			
4603.89			4613.89			7163.62			7173.62			
5734.64			5744.64			7978.18			7988.18			
5797.68			5807.68			9877.38			9887.38			
6063.71			6073.71			10363.2			10373.2			
6623.94			6633.94			11027			11037			
6781.64			6791.64			11225.5			11235.5			
6901.07			6911.07			11270.9			11280.9			
6999.45			7009.45			12356.5			12366.5			
7085.63			7095.63			12393.7			12403.7			
7784.05			7794.05			12579.3			12589.3			
8252.82			8262.82			13009.1			13019.1			
8787.95			8797.95			13340.8			13350.8			
9644.38			9654.38			14622.8			14632.8			
11959.3			11969.3			14632			14642			
12143.7			12153.7			14886.8			14896.8			
12409			12419			16081.8			16091.8			
15590.9			15600.9			16103.8			16113.8			
16204.5			16214.5			16809.8			16819.8			
16318.5			16328.5			17735.4			17745.4			
16693.2			16703.2			18310.7			18320.7			
17664.8			17674.8			18824.5			18834.5			
17696			17706			21338.9			21348.9			
19574.8			19584.8			21935.3			21945.3			
21145.9			21155.9			22064.2			22074.2			
21686.3			21696.3			23832.1			23842.1			
21884.2			21894.2			24557.2			24567.2			
21919.7			21929.7			24730.8			24740.8			
23102.4			23112.4			25118.6			25128.6			
23361.5			23371.5			25229.2			25239.2			
23926.9			23936.9			25380.7			25390.7			
24010			24020			25919.5			25929.5			
25140.7			25150.7			26618.4			26628.4			
25270.7			25280.7			27879.3			27889.3			
25321.5			25331.5			29103.6			29113.6			
25808			25818			30307			30317			
26435.3			26445.3			31874.7			31884.7			
26513.8			26523.8			32962.2			32972.2			
26907.6			26917.6			33162.4			33172.4			
27475.8			27485.8			33413.6			33423.6			
27500.4			27510.4			33451.9			33461.9			
27756.5			27766.5			34856.7			34866.7			
28378.9			28388.9			35369.5			35379.5			
28961.3			28971.3			35849.8			35859.8			
29536.4			29546.4			36041			36051			
30104.6			30114.6			36504.5			36514.5			
30506.4			30516.4			37219.2			37229.2			
31401.9			31411.9			38553.2			38563.2			
31928.7			31938.7			38572.5			38582.5			
32440			32450			38634.7			38644.7			
33205.5			33215.5			39111.7			39121.7			
33602.1			33612.1			39162.3			39172.3			
33796.1			33806.1			39981.9			39991.9			
34561.6			34571.6			40333.9			40343.9			
34983.7			34993.7			40345.6			40355.6			
35446			35456			40643.9			40653.9			
35601.3			35611.3			40725.7			40735.7			
36389.7			36399.7			40846.4			40856.4			
36464.9			36474.9			41591.6			41601.6			
36774.8			36784.8			41629.1			41639.1			
37406.5			37416.5			41737.6			41747.6			
37915.5			37925.5			42553.3			42563.3			
39043.6			39053.6			43018.2			43028.2			
39699.6			39709.6			43562.8			43572.8			
39925.5			39935.5			43580			43590			
41108.4			41118.4			43641.3			43651.3			
42657.6			42667.6			44149.4			44159.4			
42741.2			42751.2			44310			44320			
42834.3			42844.3			44423.2			44433.2			
43551.4			43561.4			44664.1			44674.1			
44897.6			44907.6			44665.4			44675.4			
45597			45607			44876			44886			
45885.1			45895.1			45355.9			45365.9			
45913.4			45923.4			45424.5			45434.5			
46344.7			46354.7			45895.2			45905.2			
47141.7			47151.7			47373.1			47383.1			
47409.9			47419.9			47548.8			47558.8			
47826.4			47836.4			47565.9			47575.9			
48684.6			48694.6			48196.1			48206.1			
48720.5			48730.5			49232.3			49242.3			
48893.1			48903.1			49244.4			49254.4			
49014.3			49024.3			49714			49724			
49077			49087			50070			50080			
49090.5			49100.5			50252.9			50262.9			
49454.2			49464.2			50562.3			50572.3			
49612			49622			50649			50659			
50198.2			50208.2			50965.6			50975.6			
50810.3			50820.3			51182.2			51192.2			
51555.8			51565.8			51936.7			51946.7			
51593.3			51603.3			52754.6			52764.6			
52959.3			52969.3			52860.7			52870.7			
52997.4			53007.4			53174.3			53184.3			
53140.4			53150.4			53265.3			53275.3			
54148.3			54158.3			53318.1			53328.1			
54358.3			54368.3			54004.4			54014.4			
54668.9			54678.9			54085.2			54095.2			
54817.2			54827.2			54986			54996			
54905			54915			55180			55190			
55197.7			55207.7			55811.5			55821.5			
55208.7			55218.7			55863.6			55873.6			
55312.6			55322.6			56451.6			56461.6			
55704			55714			57075.1			57085.1			
56154.1			56164.1			58395.2			58405.2			
57208.7			57218.7			59828.2			59838.2			
57411.5			57421.5			60169			60179			
58270.3			58280.3			63889.8			63899.8			
58349.2			58359.2			65204.3			65214.3			
58669.8			58679.8			65696.8			65706.8			
59077.8			59087.8			66377.1			66387.1			
59223.5			59233.5			67027.6			67037.6			
59334.2			59344.2			67495			67505			
60004.4			60014.4			67682			67692			
60327.4			60337.4			67726.6			67736.6			
60997.9			61007.9			67837.7			67847.7			
62249			62259			68091.9			68101.9			
62655.1			62665.1			68483.4			68493.4			
62935.4			62945.4			70098			70108			
63452.4			63462.4			70771.5			70781.5			
63881.7			63891.7			71258.5			71268.5			
64001.5			64011.5			71457.7			71467.7			
64109.2			64119.2			72153.1			72163.1			
65213			65223			72828.5			72838.5			
65876.2			65886.2			73250.4			73260.4			
67553.6			67563.6			73339.7			73349.7			
69195.3			69205.3			73960.3			73970.3			
69669.6			69679.6			74901.7			74911.7			
69825.7			69835.7			75264.3			75274.3			
70327.2			70337.2			75954.9			75964.9			
70784.1			70794.1			77445.2			77455.2			
71868.4			71878.4			77779.3			77789.3			
72145.9			72155.9			78811.2			78821.2			
73006.2			73016.2			79066.8			79076.8			
74251.5			74261.5			79318.2			79328.2			
74297			74307			80075.6			80085.6			
74807			74817			80435.7			80445.7			
75959.4			75969.4			81632.6			81642.6			
75961			75971			81834.2			81844.2			
76059.9			76069.9			81998.8			82008.8			
76513.3			76523.3			82832.8			82842.8			
77424.7			77434.7			83079.7			83089.7			
78180			78190			83264.8			83274.8			
78805.7			78815.7			84183.7			84193.7			
80358.7			80368.7			84431.2			84441.2			
81094.8			81104.8			84693.7			84703.7			
81737.8			81747.8			85000.1			85010.1			
82290.4			82300.4			86407.6			86417.6			
82345.7			82355.7			86719.7			86729.7			
82567.4			82577.4			87021.5			87031.5			
83604.5			83614.5			89409.7			89419.7			
83846.3			83856.3			89498.5			89508.5			
84270.1			84280.1			89524.9			89534.9			
85566.9			85576.9			89906.9			89916.9			
85633.9			85643.9			90162.4			90172.4			
85672.9			85682.9			91433			91443			
88071			88081			91514.3			91524.3			
88116			88126			91983.8			91993.8			
88423.8			88433.8			92302.5			92312.5			
89219			89229			93314.4			93324.4			
90224.4			90234.4			93394.2			93404.2			
90340.3			90350.3			94227.6			94237.6			
90356.5			90366.5			94746.3			94756.3			
90465.4			90475.4			95319.5			95329.5			
91237.9			91247.9			96163			96173			
91384.2			91394.2			96234.3			96244.3			
91779.9			91789.9			96794.2			96804.2			
92673.9			92683.9			96884.3			96894.3			
92818.3			92828.3			97413.9			97423.9			
92978.7			92988.7			97588.8			97598.8			
93593			93603			97691.9			97701.9			
93603			93613			97724.7			97734.7			
93783.3			93793.3			98171.1			98181.1			
93994.9			94004.9			98579.2			98589.2			
94658			94668			98782.9			98792.9			
96350.3			96360.3			98985.7			98995.7			
96381.1			96391.1			99652.2			99662.2			
96649.4			96659.4			101633			101643			
96914.6			96924.6			102198			102208			
97596.7			97606.7			103484			103494			
97678.9			97688.9			104033			104043			
97748.2			97758.2			104529			104539			
98338			98348			104557			104567			
98514.9			98524.9			104653			104663			
99021.4			99031.4			105004			105014			
99274.8			99284.8			105188			105198			
99992.3			100002			105211			105221			
100356			100366			105244			105254			
100604			100614			105326			105336			
101633			101643			105566			105576			
101970			101980			105952			105962			
102180			102190			106601			106611			
102253			102263			107210			107220			
102805			102815			107459			107469			
103056			103066			108054			108064			
103479			103489			108307			108317			
103875			103885			108326			108336			
104387			104397			108699			108709			
104773			104783			109321			109331			
104941			104951			109387			109397			
104989			104999			110685			110695			
105399			105409			110842			110852			
106410			106420			110863			110873			
107628			107638			110916			110926			
108157			108167			112504			112514			
108555			108565			112795			112805			
108595			108605			113892			113902			
109263			109273			114080			114090			
109814			109824			114389			114399			
110601			110611			114443			114453			
111384			111394			115660			115670			
111464			111474			116197			116207			
112331			112341			116756			116766			
113594			113604			116832			116842			
114675			114685			116950			116960			
115779			115789			118163			118173			
115925			115935			118239			118249			
116114			116124			118359			118369			
116446			116456			119939			119949			
116758			116768			121539			121549			
116799			116809			121796			121806			
116987			116997			121991			122001			
117249			117259			122143			122153			
118467			118477			123062			123072			
119143			119153			124309			124319			
119360			119370			124583			124593			
120322			120332			125051			125061			
121458			121468			125547			125557			
121651			121661			125598			125608			
123199			123209			125896			125906			
123343			123353			126303			126313			
123454			123464			126472			126482			
123671			123681			126496			126506			
124466			124476			126655			126665			
124485			124495			128409			128419			
124572			124582			128459			128469			
125684			125694			129132			129142			
126275			126285			129945			129955			
126313			126323			130558			130568			
127336			127346			130632			130642			
128208			128218			130751			130761			
129176			129186			130966			130976			
129351			129361			133439			133449			
129827			129837			134140			134150			
130440			130450			134239			134249			
130965			130975			134419			134429			
132063			132073			134492			134502			
134088			134098			134668			134678			
134206			134216			134673			134683			
134324			134334			134932			134942			
134408			134418			135330			135340			
135400			135410			136229			136239			
135855			135865			136324			136334			
136160			136170			136630			136640			
136293			136303			136692			136702			
137284			137294			137541			137551			
137479			137489			137893			137903			
138666			138676			138151			138161			
138909			138919			138947			138957			
139404			139414			139414			139424			
140644			140654			140195			140205			
140657			140667			140469			140479			
140802			140812			142280			142290			
141154			141164			143109			143119			
141520			141530			143267			143277			
143160			143170			144435			144445			
143239			143249			145521			145531			
